company,tweet,sentiment,cleaned_tweet,hashtags,tickers,word_count,hashtag_count,sentiment_score
$ICICIBANK.NSE,"$ICICIBANK.NSE 
GAINING MOMENTUM.!
STOCK LOOKS GOOD 
TODAY CLOSING ABV 926 
WILL BE MORE UPSIDE TARGET. 955,980.1000 Bullish",Bullish,"$ICICIBANK.NSE GAINING MOMENTUM.! STOCK LOOKS GOOD TODAY CLOSING ABV 926 WILL BE MORE UPSIDE TARGET. 955,980.1000 Bullish",[],['ICICIBANK.NSE'],17,0,0.8155
$ICICIBANK.NSE,$ICICIBANK.NSE Trade in action! Bullish,Bullish,$ICICIBANK.NSE Trade in action! Bullish,[],['ICICIBANK.NSE'],5,0,0.0
$ICICIBANK.NSE,"$ICICIBANK.NSE  
ICICI bank is showing strength after results. 
Next resistance level is 950 and above that momentum will be great. Bullish",Bullish,$ICICIBANK.NSE ICICI bank is showing strength after results. Next resistance level is 950 and above that momentum will be great. Bullish,[],['ICICIBANK.NSE'],21,0,0.8074
$ICICIBANK.NSE,"$ICICIBANK.NSE KR Choksey Target Price 1175 
Motilal Oswal Target Price 1150 
Prabhudas Lilladher Target Price 1130 Bullish",Bullish,$ICICIBANK.NSE KR Choksey Target Price 1175 Motilal Oswal Target Price 1150 Prabhudas Lilladher Target Price 1130 Bullish,[],['ICICIBANK.NSE'],17,0,0.0
$ICICIBANK.NSE,Stay long till $ICICIBANK.NSE hits the target of 958. Bullish,Bullish,Stay long till $ICICIBANK.NSE hits the target of 958. Bullish,[],['ICICIBANK.NSE'],10,0,0.0
$ICICIBANK.NSE,$ICICIBANK.NSE Stock is trading with bullish momentum as it is trading much above Ema levels. Macd is also bullish and Rsi is about to enter overbought zone. Bullish,Bullish,$ICICIBANK.NSE Stock is trading with bullish momentum as it is trading much above Ema levels. Macd is also bullish and Rsi is about to enter overbought zone. Bullish,[],['ICICIBANK.NSE'],28,0,0.0
$ICICIBANK.NSE,"$ICICIBANK.NSE  
The stock of ICICI Bank is currently showing a robust uptrend across all time frames, with a consistent pattern of forming higher highs and higher lows. In addition, the stock has recently managed to regain its 20-day, 50-day, 100-day, and 200-day Simple Moving Averages (SMA), and has seen a significant rebound. This indicates a strong resurgence of bullish sentiment in the stock, as the moving averages serve as key support levels that can help identify shifts in market sentiment. Overall, these factors suggest a positive outlook for ICICI Bank's stock price in the near future Bullish",Bullish,"$ICICIBANK.NSE The stock of ICICI Bank is currently showing a robust uptrend across all time frames, with a consistent pattern of forming higher highs and higher lows. In addition, the stock has recently managed to regain its 20-day, 50-day, 100-day, and 200-day Simple Moving Averages (SMA), and has seen a significant rebound. This indicates a strong resurgence of bullish sentiment in the stock, as the moving averages serve as key support levels that can help identify shifts in market sentiment. Overall, these factors suggest a positive outlook for ICICI Bank's stock price in the near future Bullish",[],['ICICIBANK.NSE'],97,0,0.9287
$ICICIBANK.NSE,"$ICICIBANK.NSE MACD bearish crossover, RSI in the overbought zone. 
strong short term bearish signals. Bearish",Bearish,"$ICICIBANK.NSE MACD bearish crossover, RSI in the overbought zone. strong short term bearish signals. Bearish",[],['ICICIBANK.NSE'],15,0,0.5106
$ICICIBANK.NSE,"$ICICIBANK.NSE The profit after tax surged by 30.0% YoY (+9.7% QoQ) to INR 91,219 Mn in Q4FY23 compared to INR 70,187 Mn in Q4FY22. 
 
The overall advances as of March 31, 2023, stood at INR 1,01,96,383 Mn, a growth of 18.7% YoY (+4.1% QoQ). Total deposits increased by 10.9% YoY (+5.2% QoQ) to INR 1,18,08,407 Mn as of March 31, 2023. Bullish",Bullish,"$ICICIBANK.NSE The profit after tax surged by 30.0% YoY (+9.7% QoQ) to INR 91,219 Mn in Q4FY23 compared to INR 70,187 Mn in Q4FY22. The overall advances as of March 31, 2023, stood at INR 1,01,96,383 Mn, a growth of 18.7% YoY (+4.1% QoQ). Total deposits increased by 10.9% YoY (+5.2% QoQ) to INR 1,18,08,407 Mn as of March 31, 2023. Bullish",[],['ICICIBANK.NSE'],62,0,0.7832
$ICICIBANK.NSE,"$ICICIBANK.NSE Net interest income (NII) grew by 40.2% YoY (+7.3% QoQ) to INR 1,76,668 Mn in Q4FY23 from INR 1,26,046 Mn in Q4FY22. The net interest margin was 4.9% in Q4FY23 compared to 4.0% in Q4FY22 (vs 4.7% in Q3FY23). 
 
Pre-Provision Operating Profit (PPOP) for Q4FY23 grew by 34.3% YoY/ 4.2% QoQ to INR 1,38,264 Mn. Bullish",Bullish,"$ICICIBANK.NSE Net interest income (NII) grew by 40.2% YoY (+7.3% QoQ) to INR 1,76,668 Mn in Q4FY23 from INR 1,26,046 Mn in Q4FY22. The net interest margin was 4.9% in Q4FY23 compared to 4.0% in Q4FY22 (vs 4.7% in Q3FY23). Pre-Provision Operating Profit (PPOP) for Q4FY23 grew by 34.3% YoY/ 4.2% QoQ to INR 1,38,264 Mn. Bullish",[],['ICICIBANK.NSE'],57,0,0.836
$ICICIBANK.NSE,"KRChoksey says $ICICIBANK.NSE reported another stellar performance in Q4FY23 with the credit book continuing to witness a resilient growth momentum in its domestic loan portfolio led by healthy demand scenario across all the segments. The firm maintains its ""buy"" ranking on the stock with a TP of Rs 1,175. Bullish",Bullish,"KRChoksey says $ICICIBANK.NSE reported another stellar performance in Q4FY23 with the credit book continuing to witness a resilient growth momentum in its domestic loan portfolio led by healthy demand scenario across all the segments. The firm maintains its ""buy"" ranking on the stock with a TP of Rs 1,175. Bullish",[],['ICICIBANK.NSE'],50,0,0.7506
$ICICIBANK.NSE,"$ICICIBANK.NSE  
The stock is slightly bullish with the target price of 923. MACD is also above the signal line giving bullish indications. Bullish",Bullish,$ICICIBANK.NSE The stock is slightly bullish with the target price of 923. MACD is also above the signal line giving bullish indications. Bullish,[],['ICICIBANK.NSE'],23,0,0.34
$ICICIBANK.NSE,Go long in $ICICIBANK.NSE at CMP for a target of 958. Bullish,Bullish,Go long in $ICICIBANK.NSE at CMP for a target of 958. Bullish,[],['ICICIBANK.NSE'],12,0,0.0
$ICICIBANK.NSE,"$ICICIBANK.NSE results beat Street estimates AGAIN! Consistent outperformance in retail lending boosted overall credit growth. Fun fact: Net Interest Margins (NIMs) hit an all-time high of 4.9% in Q4! Slippages moderated due to lower stress in the corporate and SME segment. This in turn led to a further reduction in bad loans, which is a POSITIVE. Here’s its report card: 👍

Net Interest Income: Rs 17,667 cr; +40% YoY (vs Est: Rs 17,113 cr)
PAT: Rs 9,122 cr; +30% YoY (vs Est: Rs 7,019 cr)
Gross NPA: 2.81% vs 3.07%
Net NPA: 0.48% vs 0.55% 

Big Picture: ICICI Bank has witnessed a massive turnaround under the leadership of Sandeep Bakhshi. In the 4 years since Bakhshi took over, ICICI Bank has not only returned impressive numbers but also restored its image. Bakshi’s no-nonsense approach helped ICICI Bank drive industry-leading growth figures. FYI - ICICI Bank has reported better results than HDFC Bank in the last 8 consecutive quarters! 🙏 Bullish",Bullish,"$ICICIBANK.NSE results beat Street estimates AGAIN! Consistent outperformance in retail lending boosted overall credit growth. Fun fact: Net Interest Margins (NIMs) hit an all-time high of 4.9% in Q4! Slippages moderated due to lower stress in the corporate and SME segment. This in turn led to a further reduction in bad loans, which is a POSITIVE. Here’s its report card: 👍 Net Interest Income: Rs 17,667 cr; +40% YoY (vs Est: Rs 17,113 cr) PAT: Rs 9,122 cr; +30% YoY (vs Est: Rs 7,019 cr) Gross NPA: 2.81% vs 3.07% Net NPA: 0.48% vs 0.55% Big Picture: ICICI Bank has witnessed a massive turnaround under the leadership of Sandeep Bakhshi. In the 4 years since Bakhshi took over, ICICI Bank has not only returned impressive numbers but also restored its image. Bakshi’s no-nonsense approach helped ICICI Bank drive industry-leading growth figures. FYI - ICICI Bank has reported better results than HDFC Bank in the last 8 consecutive quarters! 🙏 Bullish",[],['ICICIBANK.NSE'],160,0,0.9586
$AXISBANK.NSE,$AXISBANK.NSE banks looking strong to me $HDFCBANK.NSE $ICICIBANK.NSE ... except $YESBANK.NSE lol Bullish,Bullish,$AXISBANK.NSE banks looking strong to me $HDFCBANK.NSE $ICICIBANK.NSE ... except $YESBANK.NSE lol Bullish,[],['AXISBANK.NSE' 'HDFCBANK.NSE' 'ICICIBANK.NSE' 'YESBANK.NSE'],13,0,0.7269
$RELIANCE.NSE,"Sharekhan's Research helps you cut through the clutter 💡 
Watch now our analysis with 3R Research Podcast! 
 
Click on this link to watch it now: youtu.be/lIFuWM2dz9w 
Disclaimer: bit.ly/41t4F0J 
 
Today, we covered: 
🎯 $RELIANCE.NSE  
🎯 $ICICIBANK.NSE  
 
@Sharekhan $SENSEX $NIFTY50.NSE $NIFTY100.NSE Bullish",Bullish,"Sharekhan's Research helps you cut through the clutter 💡 Watch now our analysis with 3R Research Podcast! Click on this link to watch it now: youtu.be/lIFuWM2dz9w Disclaimer: bit.ly/41t4F0J Today, we covered: 🎯 $RELIANCE.NSE 🎯 $ICICIBANK.NSE @Sharekhan $SENSEX $NIFTY50.NSE $NIFTY100.NSE Bullish",[],['RELIANCE.NSE' 'ICICIBANK.NSE' 'NIFTY50.NSE' 'NIFTY100.NSE'],40,0,0.2003
$NIFTY50.NSE,"$NIFTY50.NSE  looking ready for Wave 5 Rally.
Comming week looks interesting with
Good Results from $RELIANCE.NSE  and
$ICICIBANK.NSE 

StockMarketindia trading 

bit.ly/2M5aX41
Free EBook Elliottwave Bullish",Bullish,$NIFTY50.NSE looking ready for Wave 5 Rally. Comming week looks interesting with Good Results from $RELIANCE.NSE and $ICICIBANK.NSE StockMarketindia trading bit.ly/2M5aX41 Free EBook Elliottwave Bullish,[],['NIFTY50.NSE' 'RELIANCE.NSE' 'ICICIBANK.NSE'],25,0,0.886
$ICICIBANK.NSE,"$ICICIBANK.NSE Swing trade setup still holding : R/R 1:4 
 
Technicals :  
- CIP support 
- fib618 support 
- low risk setup 
 
Trade setup : 
Entry : 890.50 
SL : 884.80 
Target : 915 
Risk : 6 
Profit : 25 
R/R : 1:4 
 
#banknifty #nifty50 #icicibank Bullish",Bullish,$ICICIBANK.NSE Swing trade setup still holding : R/R 1:4 Technicals : - CIP support - fib618 support - low risk setup Trade setup : Entry : 890.50 SL : 884.80 Target : 915 Risk : 6 Profit : 25 R/R : 1:4 #banknifty #nifty50 #icicibank Bullish,['banknifty' 'nifty50' 'icicibank'],['ICICIBANK.NSE'],46,3,0.4588
$ICICIBANK.NSE,$ICICIBANK.NSE zeebiz.com/companies/news-i... Bullish,Bullish,$ICICIBANK.NSE zeebiz.com/companies/news-i... Bullish,[],['ICICIBANK.NSE'],3,0,0.0
$ICICIBANK.NSE,$ICICIBANK.NSE livemint.com/market/stock-m... Bullish,Bullish,$ICICIBANK.NSE livemint.com/market/stock-m... Bullish,[],['ICICIBANK.NSE'],3,0,0.0
$ICICIBANK.NSE,"$ICICIBANK.NSE
Private lender ICICI Bank on April 22 announced its results for the quarter ending March 2023. The bank reported a 30 percent growth in its profit after tax (PAT) of Rs 9,122 crore, up from Rs 7,018 crore last year.
On a yearly basis, the bank in 2022-23 had a net profit of Rs 31,896 crore from Rs 23,339 crore in 2021-22.
The net interest income (NII) increased by 40.2 percent year-on-year to Rs 17,667 crore in Q4-2023 from Rs 12,605 crore last year.
The net interest margin (NIM) was 4.90 percent in Q4-2023 compared to 4.00 percent in Q4-2022.
Deposit growth
The bank's deposits as of March 2023 stood at Rs 11.8 lakh crore from Rs 10.6 lakh crore, a YoY growth of 10.9 percent.
The lender's average current and savings account (CASA) ratio was 43.6 percent in the March 2023 quarter.

Very positive for the stock.. Bullish",Bullish,"$ICICIBANK.NSE Private lender ICICI Bank on April 22 announced its results for the quarter ending March 2023. The bank reported a 30 percent growth in its profit after tax (PAT) of Rs 9,122 crore, up from Rs 7,018 crore last year. On a yearly basis, the bank in 2022-23 had a net profit of Rs 31,896 crore from Rs 23,339 crore in 2021-22. The net interest income (NII) increased by 40.2 percent year-on-year to Rs 17,667 crore in Q4-2023 from Rs 12,605 crore last year. The net interest margin (NIM) was 4.90 percent in Q4-2023 compared to 4.00 percent in Q4-2022. Deposit growth The bank's deposits as of March 2023 stood at Rs 11.8 lakh crore from Rs 10.6 lakh crore, a YoY growth of 10.9 percent. The lender's average current and savings account (CASA) ratio was 43.6 percent in the March 2023 quarter. Very positive for the stock.. Bullish",[],['ICICIBANK.NSE'],150,0,0.9738
$ICICIBANK.NSE,$ICICIBANK.NSE Stock is trading above Ema levels indicating positive trend. Macd is also predicting bullish momentum. Bullish,Bullish,$ICICIBANK.NSE Stock is trading above Ema levels indicating positive trend. Macd is also predicting bullish momentum. Bullish,[],['ICICIBANK.NSE'],17,0,0.5574
$ICICIBANK.NSE,$ICICIBANK.NSE moneycontrol.com/news/busin... Bullish,Bullish,$ICICIBANK.NSE moneycontrol.com/news/busin... Bullish,[],['ICICIBANK.NSE'],3,0,0.0
$ICICIBANK.NSE,"$ICICIBANK.NSE ISEC’s retail broking revenue declined 13% YoY to INR3.2b. However, the decline in overall retail equity segment revenue was restricted to 6% 
thanks to 16% YoY growth in allied revenue. The issuer services segment’s revenue dipped 80% YoY to INR127m. Bullish",Bullish,"$ICICIBANK.NSE ISEC’s retail broking revenue declined 13% YoY to INR3.2b. However, the decline in overall retail equity segment revenue was restricted to 6% thanks to 16% YoY growth in allied revenue. The issuer services segment’s revenue dipped 80% YoY to INR127m. Bullish",[],['ICICIBANK.NSE'],42,0,0.4404
$ICICIBANK.NSE,"$ICICIBANK.NSE overall revenue declined 1% YoY to INR8.9b in 4QFY23, in line with our estimate, as the weakness in retail brokerage and IB revenue was offset by strong interest rate-linked revenue (MTF and Treasury book) and distribution income. Bullish",Bullish,"$ICICIBANK.NSE overall revenue declined 1% YoY to INR8.9b in 4QFY23, in line with our estimate, as the weakness in retail brokerage and IB revenue was offset by strong interest rate-linked revenue (MTF and Treasury book) and distribution income. Bullish",[],['ICICIBANK.NSE'],39,0,0.6486
$ICICIBANK.NSE,"$ICICIBANK.NSE  
ICICI Bank's weekly chart shows that the stock formed a base at the Rs 800 level. On the daily chart, it broke out of an Inverse Head and Shoulders formation on strong volume, and subsequently retested its previous breakout level of Rs 860. The stock is currently trading above its significant moving averages, making its overall structure favourable. An important psychological level of Rs 920 is acting as a resistance level, and if the stock manages to break above this level, it could potentially reach Rs 950 in the short term. On the lower side, a cluster of moving averages has formed a base at Rs 870, serving as a support level. Bullish",Bullish,"$ICICIBANK.NSE ICICI Bank's weekly chart shows that the stock formed a base at the Rs 800 level. On the daily chart, it broke out of an Inverse Head and Shoulders formation on strong volume, and subsequently retested its previous breakout level of Rs 860. The stock is currently trading above its significant moving averages, making its overall structure favourable. An important psychological level of Rs 920 is acting as a resistance level, and if the stock manages to break above this level, it could potentially reach Rs 950 in the short term. On the lower side, a cluster of moving averages has formed a base at Rs 870, serving as a support level. Bullish",[],['ICICIBANK.NSE'],114,0,0.5719
$ICICIBANK.NSE,"$ICICIBANK.NSE MACD bearish crossover, RSI not in the overbought zone. 
we can enter into short position once the rsi enters the overbought zone. Bearish",Bearish,"$ICICIBANK.NSE MACD bearish crossover, RSI not in the overbought zone. we can enter into short position once the rsi enters the overbought zone. Bearish",[],['ICICIBANK.NSE'],24,0,0.0
$ICICIBANK.NSE,Breakout in action $ICICIBANK.NSE Bullish,Bullish,Breakout in action $ICICIBANK.NSE Bullish,[],['ICICIBANK.NSE'],5,0,0.0
$ICICIBANK.NSE,"$ICICIBANK.NSE  
CMP: Rs 889.55 
The stock has been facing a downtrend forming 3 black crows candle pattern indicating a bear run, the next support level is around 860 level. Bearish",Bearish,"$ICICIBANK.NSE CMP: Rs 889.55 The stock has been facing a downtrend forming 3 black crows candle pattern indicating a bear run, the next support level is around 860 level. Bearish",[],['ICICIBANK.NSE'],30,0,0.4019
$ICICIBANK.NSE,"$ICICIBANK.NSE 

From investment point of view, personally I'll be waiting to add Icici Bank at 640 and below over next few months, not before it! (Cmp 901)

While there may be some 3-5% upside in short term, but for medium term downside risk is about 25-30% Bearish",Bearish,"$ICICIBANK.NSE From investment point of view, personally I'll be waiting to add Icici Bank at 640 and below over next few months, not before it! (Cmp 901) While there may be some 3-5% upside in short term, but for medium term downside risk is about 25-30% Bearish",[],['ICICIBANK.NSE'],47,0,-0.6643
$HDFCBANK.NSE,$HDFCBANK.NSE do you guys like this or $ICICIBANK.NSE better? For long term portfolio not trading account Bullish,Bullish,$HDFCBANK.NSE do you guys like this or $ICICIBANK.NSE better? For long term portfolio not trading account Bullish,[],['HDFCBANK.NSE' 'ICICIBANK.NSE'],17,0,0.6597
$ICICIBANK.NSE,$ICICIBANK.NSE Stock is trading with strong bullish momentum as it is trading much above Ema levels. Macd is also highly bullish and Rsi is close to overbought zone. Bullish,Bullish,$ICICIBANK.NSE Stock is trading with strong bullish momentum as it is trading much above Ema levels. Macd is also highly bullish and Rsi is close to overbought zone. Bullish,[],['ICICIBANK.NSE'],29,0,0.5106
$ICICIBANK.NSE,"$ICICIBANK.NSE  
ICICI Bank, India's second-largest private lender, is scheduled to announce its Q4 results on April 22. In Q3 FY23, the bank reported a 34.2% YoY increase in standalone profit after tax, which amounted to Rs 8,312 crore. During the same quarter, the bank's net interest income (NII) also increased by 34.6% YoY to reach Rs 16,465 crore, while the net interest margin improved to 4.65% compared to 3.96% in the year-ago period and 4.31% in Q2 of the current financial year. 
 
Moreover, ICICI Bank's net NPA ratio improved from 0.61% at the end of September 2022 to 0.55% in December 2022. Bullish",Bullish,"$ICICIBANK.NSE ICICI Bank, India's second-largest private lender, is scheduled to announce its Q4 results on April 22. In Q3 FY23, the bank reported a 34.2% YoY increase in standalone profit after tax, which amounted to Rs 8,312 crore. During the same quarter, the bank's net interest income (NII) also increased by 34.6% YoY to reach Rs 16,465 crore, while the net interest margin improved to 4.65% compared to 3.96% in the year-ago period and 4.31% in Q2 of the current financial year. Moreover, ICICI Bank's net NPA ratio improved from 0.61% at the end of September 2022 to 0.55% in December 2022. Bullish",[],['ICICIBANK.NSE'],103,0,0.9559
$ICICIBANK.NSE,"$ICICIBANK.NSE Daily time frame 
RSI-66 
Looks bullish and can move upside in upcoming sessions.  
with immediate resistance around 960. Bullish",Bullish,$ICICIBANK.NSE Daily time frame RSI-66 Looks bullish and can move upside in upcoming sessions. with immediate resistance around 960. Bullish,[],['ICICIBANK.NSE'],20,0,0.0
$NIFTYBANK.NSE,$NIFTYBANK.NSE stronger than $NIFTY50.NSE ... up 1.4% on Friday while NIfty was flat. $HDFCBANK.NSE $ICICIBANK.NSE Bullish,Bullish,$NIFTYBANK.NSE stronger than $NIFTY50.NSE ... up 1.4% on Friday while NIfty was flat. $HDFCBANK.NSE $ICICIBANK.NSE Bullish,[],['NIFTYBANK.NSE' 'NIFTY50.NSE' 'HDFCBANK.NSE' 'ICICIBANK.NSE'],16,0,0.6486
$ICICIBANK.NSE,"$ICICIBANK.NSE  
Icici bank is ready for run-up because of small rounding bottom pattern. 
Buy at cmp 
Target- 950. Bullish",Bullish,$ICICIBANK.NSE Icici bank is ready for run-up because of small rounding bottom pattern. Buy at cmp Target- 950. Bullish,[],['ICICIBANK.NSE'],19,0,0.3612
$ICICIBANK.NSE,"$ICICIBANK.NSE  
The stock is trading above the EMA-50 & 200 levels, with MACD being bullish forming 3 green candle pattern, giving the bullish indication. Bullish",Bullish,"$ICICIBANK.NSE The stock is trading above the EMA-50 & 200 levels, with MACD being bullish forming 3 green candle pattern, giving the bullish indication. Bullish",[],['ICICIBANK.NSE'],25,0,0.34
$ICICIBANK.NSE,"$ICICIBANK.NSE  
Target 930 Bullish",Bullish,$ICICIBANK.NSE Target 930 Bullish,[],['ICICIBANK.NSE'],4,0,0.0
$ICICIBANK.NSE,$ICICIBANK.NSE immediate target would be 908! keep an eye Bullish,Bullish,$ICICIBANK.NSE immediate target would be 908! keep an eye Bullish,[],['ICICIBANK.NSE'],10,0,0.0
$ICICIBANK.NSE,"$ICICIBANK.NSE  
Icici bank is trading near its resistance level.  
Kind of a short rounding bottom pattern.  
Target level is 950. Bullish",Bullish,$ICICIBANK.NSE Icici bank is trading near its resistance level. Kind of a short rounding bottom pattern. Target level is 950. Bullish,[],['ICICIBANK.NSE'],21,0,0.0
$ICICIBANK.NSE,"✅ Ticker $ICICIBANK.NSE  
📊 Weekly TF chart 
✔ EMA 50 plotted 
◾ Price take support at EMA 50 three times and bounced strongly. 
◾ Keep SL at swing low. Bullish",Bullish,✅ Ticker $ICICIBANK.NSE 📊 Weekly TF chart ✔ EMA 50 plotted ◾ Price take support at EMA 50 three times and bounced strongly. ◾ Keep SL at swing low. Bullish,[],['ICICIBANK.NSE'],30,0,0.4019
$ICICIBANK.NSE,"$ICICIBANK.NSE  
 
Strong Reasons to Buy this stocks: 
> Broken Down Trendline 
> Made 1st Higher Low 
> Big Green Candles Presence 
> Change in Polarity 
> Volume Expansion 
 
Buy at CMP 885 
Stoploss: 863  
Target: 940-960 Bullish",Bullish,$ICICIBANK.NSE Strong Reasons to Buy this stocks: > Broken Down Trendline > Made 1st Higher Low > Big Green Candles Presence > Change in Polarity > Volume Expansion Buy at CMP 885 Stoploss: 863 Target: 940-960 Bullish,[],['ICICIBANK.NSE'],37,0,-0.2263
$ICICIBANK.NSE,$ICICIBANK.NSE Stock has surged by 1.55% with increased buying volumes. It is trading above Ema levels indicating bullish trend. Macd is also highly bullish. Bullish,Bullish,$ICICIBANK.NSE Stock has surged by 1.55% with increased buying volumes. It is trading above Ema levels indicating bullish trend. Macd is also highly bullish. Bullish,[],['ICICIBANK.NSE'],25,0,0.2732
$ICICIBANK.NSE,"$ICICIBANK.NSE Daily time frame 
RSI -61  
Trading at a crucial level breaking this can trigger upside movement with an immediate resistance level of around 960. Bullish",Bullish,$ICICIBANK.NSE Daily time frame RSI -61 Trading at a crucial level breaking this can trigger upside movement with an immediate resistance level of around 960. Bullish,[],['ICICIBANK.NSE'],26,0,0.0
$ICICIBANK.NSE,"$ICICIBANK.NSE  
Last month, in the Videocon-ICICI Bank loan case, the CBI filed a chargesheet consisting of 11,000 pages. According to the chargesheet, a false certificate was allegedly prepared stating that the loan obtained from the bank was utilized for its intended purpose, even though it was reportedly used to repay old loans. 
The CBI filed the chargesheet in March against Chanda Kochhar, the former MD and Chairman of ICICI Bank, her husband Deepak Kochhar, and Venugopal Dhoot, the Chairman of Videocon Group. However, the court has yet to take cognizance of the chargesheet. Bearish",Bearish,"$ICICIBANK.NSE Last month, in the Videocon-ICICI Bank loan case, the CBI filed a chargesheet consisting of 11,000 pages. According to the chargesheet, a false certificate was allegedly prepared stating that the loan obtained from the bank was utilized for its intended purpose, even though it was reportedly used to repay old loans. The CBI filed the chargesheet in March against Chanda Kochhar, the former MD and Chairman of ICICI Bank, her husband Deepak Kochhar, and Venugopal Dhoot, the Chairman of Videocon Group. However, the court has yet to take cognizance of the chargesheet. Bearish",[],['ICICIBANK.NSE'],94,0,0.2263
$ICICIBANK.NSE,"$ICICIBANK.NSE 
Stock in 1 hr chart
Moving in HL HH PATTERN
868-870 MIGHT BE A SUPPORT
EXPECT A REVERSAL around the levels for 900 levels target Bullish",Bullish,$ICICIBANK.NSE Stock in 1 hr chart Moving in HL HH PATTERN 868-870 MIGHT BE A SUPPORT EXPECT A REVERSAL around the levels for 900 levels target Bullish,[],['ICICIBANK.NSE'],27,0,0.5319
$ICICIBANK.NSE,"$ICICIBANK.NSE MACD bearish crossover. RSI in the overbought zone.  
bearish signals. Bearish",Bearish,$ICICIBANK.NSE MACD bearish crossover. RSI in the overbought zone. bearish signals. Bearish,[],['ICICIBANK.NSE'],12,0,0.0
$ICICIBANK.NSE,"Axis Securities top picks for April includes $ICICIBANK.NSE $MARUTI.NSE $SBIN.NSE $INFY.NSE  
 
$NIFTY50.NSE Bullish",Bullish,Axis Securities top picks for April includes $ICICIBANK.NSE $MARUTI.NSE $SBIN.NSE $INFY.NSE $NIFTY50.NSE Bullish,[],['ICICIBANK.NSE' 'MARUTI.NSE' 'SBIN.NSE' 'INFY.NSE' 'NIFTY50.NSE'],13,0,0.4588
